X,Y,Region,material,Site,Feature Number,Excavation istitute,BP,Error,Type,Size(cm2),Name,Area
126.760831,37.726843,경기,Charcoal,파주 운정 와동리,와동리 Ⅳ-21-12 ,경기문화재연구원,1750,50,불명,X,경기문화재연구원 파주 운정 와동리 와동리 Ⅳ-21-12 ,한강하류
126.760831,37.726843,경기,Charcoal,파주 운정 와동리,와동리 Ⅳ-21-13 ,경기문화재연구원,1810,50,불명,X,경기문화재연구원 파주 운정 와동리 와동리 Ⅳ-21-13 ,한강하류
126.893599,37.989211,경기,Charcoal,파주 주월리,96-7,경기도박물관,1695,45,백제(呂·凸자형),1522500,경기도박물관 파주 주월리 96-7 ,한강하류
128.375016,37.329616,강원,Charcoal,평창 마지리,마지-2,강원고고문화연구원,1980,60,백제(呂·凸자형),2034400,강원고고문화연구원 평창 마지리 마지-2,영서
128.375016,37.329616,강원,Charcoal,평창 마지리,천동-1,강원고고문화연구원,1650,50,백제(呂·凸자형),621600,강원고고문화연구원 평창 마지리 천동-1,영서
128.375016,37.329616,강원,Charcoal,평창 마지리,천동-4,강원고고문화연구원,1730,60,백제(呂·凸자형),675838,강원고고문화연구원 평창 마지리 천동-4,영서
128.421572,37.436098,강원,Charcoal,평창 방림리,철기시대 주거지,강원고고문화연구원,1713,35,백제(呂·凸자형),X,강원고고문화연구원 평창 방림리 철기시대 주거지,영서
128.382917,37.345549,강원,Charcoal,평창 약수리,A-2,강원고고문화연구원,1770,40,백제(呂·凸자형),X,강원고고문화연구원 평창 약수리 A-2,영서
128.387281,37.355477,강원,Charcoal,평창 종부리,Ⅳ-1,강원고고문화연구원,1720,40,백제(呂·凸자형),X,강원고고문화연구원 평창 종부리 Ⅳ-1,영서
128.387281,37.355477,강원,Charcoal,평창 종부리,Ⅳ-2,강원고고문화연구원,1700,40,백제(呂·凸자형),X,강원고고문화연구원 평창 종부리 Ⅳ-2,영서
128.387281,37.355477,강원,Charcoal,평창 종부리,Ⅳ-3,강원고고문화연구원,1660,40,백제(呂·凸자형),X,강원고고문화연구원 평창 종부리 Ⅳ-3,영서
128.403668,37.369631,강원,Charcoal,평창 중리,철기시대-2,강원고고문화연구원,1730,27,불명,X,강원고고문화연구원 평창 중리 철기시대-2,영서
128.403668,37.369631,강원,Charcoal,평창 중리,통일신라-1,강원고고문화연구원,1676,27,신라(방형),X,강원고고문화연구원 평창 중리 통일신라-1,영서
128.403668,37.369631,강원,Charcoal,평창 중리,통일신라-3,강원고고문화연구원,1490,21,신라(방형),X,강원고고문화연구원 평창 중리 통일신라-3,영서
128.374118,37.332932,강원,Charcoal,평창 천동리,철-1,예맥문화재연구원,1767,24,백제(呂·凸자형),X,예맥문화재연구원 평창 천동리 철-1,영서
128.397984,37.390637,강원,Charcoal,평창 후평리,가-11,강원고고문화연구원,1700,30,백제(呂·凸자형),X,강원고고문화연구원 평창 후평리 가-11,영서
128.397984,37.390637,강원,Charcoal,평창 후평리,가-12,강원고고문화연구원,1740,30,백제(呂·凸자형),X,강원고고문화연구원 평창 후평리 가-12,영서
128.397984,37.390637,강원,Charcoal,평창 후평리,가-13,강원고고문화연구원,1810,30,불명,X,강원고고문화연구원 평창 후평리 가-13,영서
128.397984,37.390637,강원,Charcoal,평창 후평리,가-15,강원고고문화연구원,1720,30,백제(呂·凸자형),X,강원고고문화연구원 평창 후평리 가-15,영서
128.397984,37.390637,강원,Charcoal,평창 후평리,가-3,강원고고문화연구원,1740,30,백제(呂·凸자형),X,강원고고문화연구원 평창 후평리 가-3,영서
128.397984,37.390637,강원,Charcoal,평창 후평리,가-4,강원고고문화연구원,1850,30,백제(呂·凸자형),X,강원고고문화연구원 평창 후평리 가-4,영서
128.397984,37.390637,강원,Charcoal,평창 후평리,가-5,강원고고문화연구원,1690,30,백제(呂·凸자형),382452,강원고고문화연구원 평창 후평리 가-5,영서
128.397984,37.390637,강원,Charcoal,평창 후평리,가-6,강원고고문화연구원,1710,30,백제(呂·凸자형),X,강원고고문화연구원 평창 후평리 가-6,영서
128.397984,37.390637,강원,Charcoal,평창 후평리,가-7,강원고고문화연구원,1810,30,백제(呂·凸자형),X,강원고고문화연구원 평창 후평리 가-7,영서
128.397984,37.390637,강원,Charcoal,평창 후평리,가-9,강원고고문화연구원,1810,30,백제(呂·凸자형),X,강원고고문화연구원 평창 후평리 가-9,영서
127.100911,37.058321,경기,Charcoal,평택 도일동,5-삼국-1,전남문화재연구원,1700,30,불명,X,전남문화재연구원 평택 도일동 5-삼국-1,경기남부
127.100911,37.058321,경기,Charcoal,평택 도일동,5-청동-1,전남문화재연구원,1680,30,불명,X,전남문화재연구원 평택 도일동 5-청동-1,경기남부
126.985032,37.032743,경기,Charcoal,평택 백봉리,B-2,기호문화재연구원,1820,60,백제(방형),X,기호문화재연구원 평택 백봉리 B-2,경기남부
127.125785,36.986826,경기,Charcoal,평택 소사동,나-원삼국-1,중앙문화재연구원,1920,30,백제(방형),X,중앙문화재연구원 평택 소사동 나-원삼국-1,경기남부
127.125785,36.986826,경기,Charcoal,평택 소사동,나-원삼국-3,중앙문화재연구원,1840,40,백제(방형),145522,중앙문화재연구원 평택 소사동 나-원삼국-3,경기남부
127.125785,36.986826,경기,Charcoal,평택 소사동,나-원삼국-4,중앙문화재연구원,1910,40,백제(방형),212520,중앙문화재연구원 평택 소사동 나-원삼국-4,경기남부
127.064221,37.018643,경기,Charcoal,평택 지제동,3,마한문화연구원,1800,40,백제(방형),X,마한문화연구원 평택 지제동 3,경기남부
127.239338,37.994458,경기,Charcoal,포천 거사리,C-1,동국문화재연구원,1860,29,백제(呂·凸자형),1069800,동국문화재연구원 포천 거사리 C-1,경기북부
127.249715,37.968672,경기,Charcoal,포천 금주리,1,세종대학교박물관,2020,60,백제(呂·凸자형),304200,세종대학교박물관 포천 금주리 1,경기북부
127.249715,37.968672,경기,Charcoal,포천 금주리,2,세종대학교박물관,2000,60,백제(呂·凸자형),X,세종대학교박물관 포천 금주리 2,경기북부
127.249715,37.968672,경기,Charcoal,포천 금주리,3,세종대학교박물관,2004,36,백제(방형),X,세종대학교박물관 포천 금주리 3 ,경기북부
127.249715,37.968672,경기,Charcoal,포천 금주리,4,세종대학교박물관,1814,26,백제(呂·凸자형),X,세종대학교박물관 포천 금주리 4 ,경기북부
